Type|Date|Source|Description|Reference|Currency|Debit (Source)|Credit (Source)|Debit (AUD)|Credit (AUD)|Running Balance (AUD)
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Wide Hook - Large - IY021 - 236041 (ES-04-9103)|POW882679|AUD|0.00|1,510.00|0.00|1,510.00|1,510.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|POW882679|AUD|0.00|1,430.00|0.00|1,430.00|1,430.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Rod, 300mm - IY026 - 236041 (ES-04-4300)|POW882679|AUD|0.00|1,352.00|0.00|1,352.00|1,352.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana CoCr Rod, 300mm - IY026 - 236041 (ES-04-4301)|POW882679|AUD|0.00|2,704.00|0.00|2,704.00|2,704.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Cross Connector - Medium - IY018 - 236041 (ES-04-6102)|POW882679|AUD|0.00|1,136.00|0.00|1,136.00|1,136.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Uniplanar Screw, 6.5x40mm - IY004 - 236041 (ES-04-2640)|POW882679|AUD|0.00|7,595.00|0.00|7,595.00|7,595.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Uniplanar Screw, 6.5x35mm - IY004 - 236041 (ES-04-2635)|POW882679|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - JAZZ EVO - 5.5mm Connector Kit - IY042 - 200830 (150258)|POW882679|AUD|0.00|1,514.00|0.00|1,514.00|1,514.00
Sales - Prince of Wales Private Hospital|06 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - JAZZ BAND - IY040 - 200830 (150156)|POW882679|AUD|0.00|1,514.00|0.00|1,514.00|1,514.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Polyaxial Fen Screw, 6.5x45mm - IY004 - 396083 (ES-04-3645)|POW882805 /1|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Polyaxial Fen Screw, 6.5x40mm - IY004 - 396083 (ES-04-3640)|POW882805 /1|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Polyaxial Fen Screw, 7.5x35mm - IY004 - 396083 (ES-04-3735)|POW882805 /1|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Set Screw - IY010 - 396083 (ES-04-7000)|POW882805 /1|AUD|0.00|858.00|0.00|858.00|858.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Katana Pre-lordorsed Rod, 60mm (non-tip) - IY024 - 396083 (ES-04-3060)|POW882805 /1|AUD|0.00|680.00|0.00|680.00|680.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Noraker Glass Boneputty 2.5cc - IY001 - 341771 (GB-IP 2.5)|POW882805 /1|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Noraker Glass Boneputty 10cc - IY002 - 341771 (GB-IP 10.0)|POW882805 /1|AUD|0.00|2,185.00|0.00|2,185.00|2,185.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - TSpaceXP 8mm x 11.5mm x 30mm 5 Deg - BB252 - 122641 (SO938P)|POW882805 /1|AUD|0.00|3,313.00|0.00|3,313.00|3,313.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - TSpaceXP 10mm x 11.5mm x 30mm 5 Deg - BB252 - 122641 (SO940P)|POW882805 /1|AUD|0.00|3,313.00|0.00|3,313.00|3,313.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Screwfix - Cement Injection Cannula for Pedicle Screws - N/A (SF092512C1D)|POW882805 /1|AUD|0.00|720.00|0.00|720.00|720.00
Sales - Prince of Wales Private Hospital|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - V-Mix 03 Bone Cement & Mix System - OH503 - OH503 - 235604 (800047)|POW882805 /1|AUD|0.00|437.00|0.00|437.00|437.00
Sales - Allograft|21 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - ENHANCE Demineralized Cortical Fibers Large 5cc Freeze-Dried - CAA22 - 299298 (AU422205)|POW882805 /1|AUD|0.00|2,845.00|0.00|2,845.00|2,845.00
Sales - Prince of Wales Private Hospital|13 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|POW882806|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Prince of Wales Private Hospital|13 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Standalone Locking Cervical Cage Size 6, Large - IY029 - 322672 (HRC6Ld)|POW882806|AUD|0.00|8,322.00|0.00|8,322.00|8,322.00
Sales - Prince of Wales Private Hospital|13 Aug 2024|Receivable Invoice|Prince of Wales Private Hospital - Disposable Caspar Pin, 12mm - N/A - 236041 (132-20-0001)|POW882806|AUD|0.00|370.00|0.00|370.00|370.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Set Screw - IY010 - 236041 (ES-04-7000)|PPR0034239, PPR0034240|AUD|0.00|2,431.00|0.00|2,431.00|2,431.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 6.5x45mm - IY004 - 236041 (ES-04-1645)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 6.5x50mm - IY004 - 236041 (ES-04-1650)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 7.5x45mm - IY004 - 236041 (ES-04-1745)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 8.5x40mm - IY004 - 236041 (ES-04-1840)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 8.5x45mm - IY004 - 236041 (ES-04-1845)|PPR0034239, PPR0034240|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 9.5x55mm - IY004 - 236041 (ES-04-1955)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 9.5x70mm - IY004 - 236041 (ES-04-1970)|PPR0034239, PPR0034240|AUD|0.00|2,170.00|0.00|2,170.00|2,170.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Polyaxial Screw, 9.5x80mm - IY004 - 236041 (ES-04-1980)|PPR0034239, PPR0034240|AUD|0.00|1,085.00|0.00|1,085.00|1,085.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Rod, 300mm - IY026 - 236041 (ES-04-4300)|PPR0034239, PPR0034240|AUD|0.00|2,704.00|0.00|2,704.00|2,704.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana CoCr Rod, 300mm - IY026 - 236041 (ES-04-4301)|PPR0034239, PPR0034240|AUD|0.00|2,704.00|0.00|2,704.00|2,704.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Cross Connector - Medium - IY018 - 236041 (ES-04-6102)|PPR0034239, PPR0034240|AUD|0.00|1,136.00|0.00|1,136.00|1,136.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Cross Connector - Large - IY018 - 236041 (ES-04-6103)|PPR0034239, PPR0034240|AUD|0.00|1,136.00|0.00|1,136.00|1,136.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Inline Connector - Large, 5.5mm to 5.5mm - IY015 - 236041 (ES-04-6114)|PPR0034239, PPR0034240|AUD|0.00|655.00|0.00|655.00|655.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Set Screw (Gold) - IY010 - 236041 (ES-04-6114(02))|PPR0034239, PPR0034240|AUD|0.00|572.00|0.00|572.00|572.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Open Connector - Narrow, 5.5mm to 5.5mm - IY015 - 236041 (ES-04-6118)|PPR0034239, PPR0034240|AUD|0.00|2,620.00|0.00|2,620.00|2,620.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana Set Screw (Blue) - IY010 - 236041 (ES-04-6118(02))|PPR0034239, PPR0034240|AUD|0.00|2,288.00|0.00|2,288.00|2,288.00
Sales - Macquarie University Hospital|19 Aug 2024|Receivable Invoice|Macquarie University Hospital - Katana O-Set Connector, 20mm - IY015 - 236041 (ES-04-6107)|PPR0034239, PPR0034240|AUD|0.00|655.00|0.00|655.00|655.00
Sales - Epworth Private Hospital|21 Aug 2024|Receivable Invoice|Epworth Private Hospital - Noraker Glass Boneputty 1cc - IY001 - 341771 (GB-IP 1.0)|PPR0358495|AUD|0.00|2,052.00|0.00|2,052.00|2,052.00
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|REEVES (June Comms)|AUD|0.00|1,047.60|0.00|1,047.60|1,047.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|REEVES (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|ROSSETTO (June Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|SANTO (June Comms)|AUD|0.00|1,681.65|0.00|1,681.65|1,681.65
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|SANTO (June Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 5cc - TBV54 (DTBVDBM5)|SCHIFTER (July Comms)|AUD|0.00|523.80|0.00|523.80|523.80
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|SCHIFTER (July Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|30 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|SHROOT (July Comms)|AUD|0.00|563.40|0.00|563.40|563.40
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|TUCKFIELD (June Comms)|AUD|0.00|2,522.48|0.00|2,522.48|2,522.48
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|TUCKFIELD (June Comms)|AUD|0.00|1,690.20|0.00|1,690.20|1,690.20
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Deminerlised Bone Matrix, Lyophillised - 10cc - TBV55 (DTBVDBM10)|WILLCOCKS (June Comms)|AUD|0.00|840.83|0.00|840.83|840.83
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|WILLCOCKS (June Comms)|AUD|0.00|2,253.60|0.00|2,253.60|2,253.60
Sales - Allograft|02 Aug 2024|Receivable Invoice|K T Medical Pty Ltd - Cancellous Bone Martix (CBM) - 10cc (1-4mm) - TBV63 - 238244 (DTBVCBM10014)|WILLCOCKS (June Comms)|AUD|0.00|1,126.80|0.00|1,126.80|1,126.80
